id_alimento;Grupo;Fuente;Alimento;Energia_kcal;Proteina_g;Grasa_total_g;Carbohidratos_g;Fibra_g;AGS_g;AGM_g;AGPI_g;Colesterol_mg;Calcio_mg;Fosforo_mg;Hierro_mg;Potasio_mg;Sodio_mg;Zinc_mg;VitaminaC_mg;VitaminaA_ug_ERE;Folatos_ug;VitaminaB12_ug
344;vegetales;2;Palmito, enlatado;34,14;2,52;0,62;4,62;2,4;0,13;0,1;0,2;;;;65;3,13;177;426;1,15;7,9;0;39
345;vegetales;;Papa, nabo, cocida, sin sal;23,8;0,71;0,08;5,06;2;0,01;0,01;0,04;;;33;26;0,18;177;16;0,12;11,6;0;9
346;vegetales;2;Papa, nabo, cruda;30,22;0,9;0,1;6,43;1,8;0,01;0,01;0,05;;;;27;0,3;191;67;0,27;21;0;15
347;vegetales;;Pepino, cojombro, de ensalada, crudo;12,44;0,59;0,16;2,16;0,7;0,01;0;0;;;;21;0,22;136;2;0,17;3;4;14
348;vegetales;2;Perejil, fresco, crudo;44,31;2,97;0,79;6,33;3,3;0,13;0,3;0,12;;;138;58;6,2;554;56;1,07;133;421;152
349;vegetales;;Pimiento, rojo, chile dulce, fresco, crudo;30,78;0,99;0,3;6,03;2;0,06;0,01;0,16;;;;26;0,43;211;2;0,25;190;157;18
350;vegetales;2;Pimiento, verde, fresco, crudo;23,53;0,86;0,17;4,64;1,7;0,06;0,01;0,06;;;;20;0,34;175;3;0,13;80,4;18;10
351;vegetales;;Rábano, largo, crudo;19,7;0,6;0,1;4,1;1,6;0,03;0,02;0,05;;;27;23;0,4;227;21;0,15;22;0;28
352;vegetales;1;Rábano, redondo, crudo;12,9;1,5;0,1;1,5;;0,03;0,02;0,02;;;;;0,4;227;21;;22;0;
353;vegetales;;Remolacha, cruda;46,21;1,61;0,17;9,56;2,8;0,03;0,03;0,06;;;16;40;0,8;325;78;0,35;5;2;109
354;vegetales;1;Remolacha, escurrida, cocida, sin sal;48,18;1,68;0,18;9,96;2;0,03;0,04;0,06;;;;38;0,79;305;77;0,35;4;2;80
355;vegetales;;Rúcula, fresca, cruda;30,86;2,58;0,66;3,65;1,6;0,09;0,05;0,32;;;160;52;1,47;369;27;0,46;15;119;97
356;vegetales;2;Sambo, cocido, sin sal;17,34;0,6;0,02;3,69;1,2;0;0;0,01;;;24;13;0,25;170;2;0,7;8,5;0;4
357;vegetales;;Sambo,chilacayote, chiverre, maduro, crudo;24,5;0,8;0,1;5,1;;;;;;;15;19;0,4;;;;11;;
358;vegetales;1;Tomate, rojo, riñon, crudo, promedio;24,3;0,8;0,3;4,6;1,2;0,05;0,05;0,14;;;7;24;0,6;237;5;0,17;23;42;15
359;vegetales;;Tomate, tomatillo, cherry, fresco, crudo;35,3;1,5;0,1;7,1;;0,01;0,01;0,04;;;59;;6;207;8;0,11;85;500;
360;vegetales;1;Vainitas, ejotes, vainicas, escurridas, cocidas, sin sal;41,6;1,89;0,28;7,88;3,2;0,06;0,01;0,14;;;44;29;0,65;146;1;0,25;10;35;33
361;vegetales;;Vainitas, verdes, cruda;37,18;1,83;0,22;6,97;2,7;0,05;0,01;0,11;;;37;38;1,03;211;6;0,24;12,2;35;33
362;vegetales;1;Zanahoria , jugo natural, zumo;40,5;0,6;0,1;9,3;;0,03;0,01;0,06;;;;;0,5;292;29;0,18;9;1545;
363;vegetales;;Zanahoria, sin cáscara, cruda, cubos;42,1;0,9;0,1;9,4;2,9;0,03;0,01;0,07;;;32;28;0,6;323;35;0,2;6;666;
364;vegetales;1;Zanahoria, sin cáscara, escurrida, cocida, sin sal, cubos;37,54;0,76;0,18;8,22;3;0,04;0,01;0,11;;;30;30;0,34;235;58;0,2;4;860;14
365;vegetales;;Zapallo, ayote, guico, calabaza, amarillo, maduro, crudo;34,6;0,6;0,2;7,6;0,5;0,05;0,01;0;;;19;22;0,5;340;1;0,32;15;143;16
366;vegetales;2;Zapallo, cocido, sin sal;58,74;2,48;0,62;10,81;4,9;0,14;0,03;0,07;;;;23;0,47;358;8;0,15;9,5;6705;16
367;vegetales;;Zucchini, con cáscara, cocido, sin sal;20,01;1,15;0,13;3,56;1,3;0,03;0,01;0,06;;;;25;0,48;194;2;0,2;3,7;9;8
368;vegetales;2;Zucchini, verde, con cáscara, fresco, crudo;20,16;1,21;0,32;3,11;1;0,08;0,01;0,09;;;16;38;0,37;261;8;0,32;17,9;10;24
369;leguminosas;;Arveja, grano seco, cocida, sin sal;121,27;8,34;0,39;21,1;8,3;0,05;0,08;0,17;0;14;99;1,29;362;2;1;0;0;65;
370;leguminosas;1;Arveja, grano seco, crudo;350,12;24,55;1,16;60,37;25,5;0,16;0,24;0,5;0;55;366;4,43;981;15;3,01;2;7;274;0
371;leguminosas;;Brotes de soya, frescos, crudos;150,94;13,09;6,7;9,57;1,1;0,93;1,52;3,78;0;67;164;2,1;484;14;1,17;15;1;172;
372;leguminosas;2;Chocho, cocido, con sal;128,08;15,57;2,92;9,88;2,8;0,35;1,12;0,73;0;51;128;1,2;245;4;1,35;1,1;0;59;0
373;leguminosas;;Chocho, cocido, sin sal;128,08;15,57;2,92;9,88;2,8;0,35;1,18;0,73;0;51;128;1,2;245;4;1,38;1,1;0;59;
374;leguminosas;2;Chocho, grano seco, crudo;393,82;36,17;9,74;40,37;18,9;1,16;3,94;2,44;0;176;440;4,36;1013;15;4,75;4,8;0;355;0
375;leguminosas;;Fréjol de árbol, gandul, grano seco, crudo;347,18;21,86;1,14;62,37;20,2;0,36;0,05;0,48;0;175;447;5,47;1387;14;2,31;5,3;0;482;
376;leguminosas;1;Fréjol, blanco, grano seco, cocido, sin sal;142,43;9,73;0,35;25,09;6,3;0,09;0,03;0,15;0;90;113;3,7;561;6;1,38;0;0;81;0
377;leguminosas;;Fréjol, blanco, grano seco, crudo;342,17;23,36;0,85;60,27;15,2;0,22;0,07;0,36;;;301;10,44;1795;16;3,67;0;0;388;
378;leguminosas;3;Fréjol, canario, cocido;87,3;5,2;0,5;15,5;10,4;;;;;45;85;1,6;;;1,06;0;0;;
379;leguminosas;;Fréjol, canario, crudo;346,9;21,9;2,1;60,1;25,1;;;;;;351;6,6;1212;43;2,83;6,3;0;;
380;leguminosas;3;Fréjol, canario, serranito;346,2;19,2;1,8;63,3;24,9;;;;;149;362;4;1212;43;2,79;4,5;0;;
381;leguminosas;;Fréjol, caraotas;337,4;21,2;1,4;60;24,9;;;;;;413;9,9;;;2,79;4,5;0;;
382;leguminosas;2;Fréjol, negro, grano seco, cocido, sin sal;135,14;8,86;0,54;23,71;8,7;0,14;0,05;0,23;0;27;140;2,1;355;1;1,12;0;0;149;0
383;leguminosas;;Fréjol, negro, grano seco, crudo;351,6;22,7;1,6;61,6;18,37;0,29;0,1;0,27;0;134;415;7,1;1464;8;2,55;1;0;;
384;leguminosas;2;Fréjol, negro, grano seco, crudo;348,62;21,6;1,42;62,36;15,5;0,37;0,12;0,61;;;352;5,02;1483;5;3,65;0;0;444;0
385;leguminosas;;Fréjol, pasta de Fréjol, Ole;178,27;4,35;4,35;30,43;;0;2,17;0;;;;;347,83;347,83;;;0;;
386;leguminosas;1;Fréjol, rojo, grano seco, toda variedad, cocido, sin sal;130,38;8,67;0,5;22,8;7,4;0,07;0,04;0,28;;;142;2,94;403;2;1,07;1;0;130;0
387;leguminosas;;Fréjol, rojo, grano seco, toda variedad, crudo;344,82;22,53;1,06;61,29;15,2;0,15;0,08;0,59;;;406;6,69;1359;12;2,79;5;0;394;
388;leguminosas;2;Garbanzo, grano seco, cocido, sin sal;168,43;8,86;2,59;27,42;7,6;0,27;0,58;1,16;0;49;168;2,89;291;7;153;1,3;1;172;0
389;leguminosas;;Garbanzo, grano seco, crudo;374,16;19,3;6,04;60,65;17,4;0,63;1,36;2,69;;;366;6,24;875;24;3,43;4;3;557;
390;leguminosas;7;Garbanzo, pasta de garbanzo, hummus con pimiento, Ole;221,72;4,35;13,04;21,74;;0;6,52;2,17;;;;;608,7;608,7;;;4,35;;
391;leguminosas;;Haba seca, crudo;351,41;26,12;1,53;58,29;25;0,25;0,3;0,63;0;103;421;6,7;1062;13;3,14;1;3;423;
392;leguminosas;2;Haba seca, sin cáscara, cocida;107,7;7,3;0,5;18,5;5,4;;;;;;53;0,9;;;1,01;0,9;1;;
393;leguminosas;;Haba seca, tostada;376,8;26,4;2;63,3;0;;;;;60;479;6,8;;;;2;;;
394;leguminosas;1;Harina de arveja seca;360,5;23,4;2,1;62;;;;;;81;297;6;;;;1;;;
395;leguminosas;;Harina de garbanzo;381,05;22,39;6,69;57,82;10,8;0,69;1,5;2,98;0;45;318;4,86;846;64;2,81;0;2;437;
396;leguminosas;1;Harina de haba seca;359,9;27,6;1,9;58,1;;0,22;0,26;0,5;0;78;;18,2;1062;13;3,14;0;5;;0
397;leguminosas;;Harina de soya, baja en grasa;398,34;46,53;6,7;37,98;10,2;0,97;1,48;3,78;0;188;593;5,99;2570;18;1,18;0;2;410;
398;leguminosas;2;Lenteja, germinada, cocida, sin sal;124,25;8,8;0,45;21,25;;0,05;0,1;0,2;0;14;153;3,1;284;10;1,6;12,6;2;67;0
399;leguminosas;;Lenteja, germinada, cruda;129,35;8,96;0,55;22,14;;0,06;0,1;0,22;0;25;173;3,21;322;11;1,51;16,5;2;100;
400;leguminosas;2;Lenteja, grano seco, cocido, sin sal;120,02;9,02;0,38;20,13;7,9;0,05;0,06;0,18;0;19;180;3,33;369;2;1,27;1,5;0;181;0
401;leguminosas;;Lenteja, grano seco, crudo;353,06;25,8;1,06;60,08;30,5;0,16;0,19;0,52;0;56;451;7,54;955;6;4,78;4;2;479;
402;leguminosas;1;Soya, bebida de soya;54,92;4,48;1,92;4,93;1,3;0,23;0,38;0,77;;;55;1,1;124;55;0,44;0;31;16;1,22
403;leguminosas;;Soya, grano seco, crudo;446,06;36,49;19,94;30,16;9,3;2,88;4,4;11,26;0;277;704;15,7;1797;2;4,89;6;1;3,75;
404;leguminosas;1;Soya, leche en polvo;448,6;28,3;17,8;43,8;;;;;;;717;10,7;;;;53;10;;
405;Carnes;;Borrego, corazón, crudo;117,84;16,47;5,68;0,21;0;2,25;1,6;0,55;;;6;175;4,6;316;89;1,87;5;0;2
406;Carnes;2;Borrego, pierna, sin hueso, crudo;225,27;17,91;17,07;0;0;7,43;7;1,35;;;9;170;1,66;249;56;3,32;0;0;19
407;Carnes;;Borrego, riñón, crudo;92,79;15,74;2,95;0,82;0;1;0,63;0,55;;;13;246;6,38;277;156;2,24;11;95;28
408;Carnes;1;Carnero, cabeza, cocido;107,2;14,2;5,6;0;;3;2;0,01;;;17;130;2,1;295;75;;0;;
409;Carnes;;Carnero, carne magra con hueso;306,48;15,87;27;0;0;13,7;10,35;1,16;;;15;153;1,43;120;42;2,19;0;0;1
410;Carnes;2;Carnero, carne magra sin hueso;132,68;20,48;5,64;0;;2,31;2,29;0,27;;;10;195;1,75;328;80;3,5;;;
411;Carnes;;Carnero, carne, crudo;304,95;16,32;26,63;0;0;11,76;10,94;2,08;;;15;152;1,61;214;56;2,53;0;0;17
412;Carnes;1;Carnero, hígado, crudo;122,6;20,3;4,2;0,9;0;1,94;1,05;0,75;;;14;287;6,6;313;70;4,66;18;7391;230
413;Carnes;;Carnero, patas, cocido;102,9;21;2,1;0;;;;;;;;26;1;;;;0;;
414;Carnes;5;Cerdo (fritada), grasa y carne, frito, comercialmente preparado;380,6;29,8;26,2;6,4;;;;;;;;180;1,71;477;1330;3,05;;;
415;Carnes;;Cerdo, cabeza, cocido;228,49;26,14;13,77;0;0;4,85;5,93;1,51;;;20;219;1,1;338;379;3,04;0,1;2;2
416;Carnes;1;Cerdo, carne de costilla, cocido;363,26;24,26;29,58;0;0;10,99;13,46;2,32;;;;195;1,38;315;101;3,37;0;3;3
417;Carnes;;Cerdo, carne de costilla, crudo;276,7;16,12;23,58;0;0;8,73;10,65;1,96;;;32;143;0,91;233;75;2,31;0;3;4
418;Carnes;7;Cerdo, carne deshidratada, picante, ahumada, Ferbola;378,57;78,57;7,14;0;;3,57;3,57;0;;;;;;;1071,43;;;;
419;Carnes;;Cerdo, carne magra, (lomo, espaldilla y costilla), cocida;201,15;28,62;9,63;0;0;3,51;4,32;0,76;;;18;249;1,09;425;58;2,53;1;2;1
420;Carnes;1;Cerdo, carne magra, (lomo, espaldilla y costilla), cruda;136,66;21,43;5,66;0;0;1,95;2,56;0,61;;;17;211;0,84;389;52;1,84;1;2;5
421;Carnes;;Cerdo, carne semi-magra, cocida;264,9;27,57;17,18;0;0;6,22;7,64;1,45;;;;232;1,1;354;62;2,9;0;2;6
422;Carnes;1;Cerdo, carne semi-magra, cruda;205,69;19,9;14,01;0;0;4,86;6,25;1,5;;;;193;0,71;384;42;1,57;0;2;6
423;Carnes;;Cerdo, carne, pierna o lomo, sin grasa, cruda;239,55;17,43;18,87;0;0;6,54;8,38;2,01;;;5;199;0,85;315;47;1,93;1;2;7
424;Carnes;2;Cerdo, carne, semigrasosa, cruda;210,35;18,95;14,95;0;0;5,28;6,63;1,55;;;;200;0,86;335;55;2,01;0,5;2;5
425;Carnes;;Cerdo, cecina, carne seca, curada;210,35;18,95;14,95;0;0;5,28;6,63;1,55;;;;200;0,86;335;55;2,01;0,5;2;5
426;Carnes;1;Cerdo, chicharrón, (con grasa), frito;655,3;20,8;56,1;16,8;;14,32;13,7;3,61;;;61;149;2,8;;;;0;;
427;Carnes;1;Cerdo, cola o rabo, cocido;390,2;17;35,8;0;0;12,45;16,89;3,94;;;14;47;0,79;157;25;1,64;0;0;4
428;Carnes;;Cerdo, corazón, crudo;113,64;17,27;4,36;1,33;0;1,16;1,02;1,12;;;5;169;4,68;294;56;2,8;5;8;4
429;Carnes;5;Cerdo, cuero, cocinado, comercialmente preparado;213,1;10,6;18,3;1,5;;;;;;;3;26;0,08;112;467;0,19;;;
430;Carnes;;Cerdo, estómago, crudo;158,66;16,85;10,14;0;0;4,03;3,59;0,89;;;11;130;1,01;140;75;1,85;0;0;3
431;Carnes;1;Cerdo, hígado, crudo;128,29;21,39;3,65;2,47;0;1,17;0,52;0,87;;;9;288;23,3;273;87;5,76;25;6502;212
432;Carnes;;Cerdo, lengua, cruda;220;16,3;17,2;0;0;5,96;8,13;1,78;;;16;193;3,35;243;110;3,01;4;0;4
433;Carnes;1;Cerdo, patas, crudas;205,95;23,16;12,59;0;0;3,57;6,29;1,09;;;70;75;0,58;63;132;0,76;0;0;10
434;Carnes;;Cerdo, queso de chancho;153,42;13,83;10,9;0;0;3,4;5,6;1,13;;;16;56;1,5;31;941;0,97;0;0;2
435;Carnes;1;Cerdo, riñones, crudos;95,09;16,46;3,25;0;0;1,04;1,07;0,26;;;9;204;4,89;229;121;2,75;13;59;42
436;Carnes;;Cerdo, tocino, asado;529,9;37,04;41,78;1,43;0;13,74;18,52;4,75;;;;533;1,44;565;2310;3,5;0;11;2
437;Carnes;8;Chontacuro, gusano mayón, crudo;251;9;23;2;;11;11;1;;;;;;;50;;;;
438;Carnes;;Chorizo, de res y cerdo, crudo;181,7;16,6;11,7;2,5;;;;;;;40;144;4,7;;;;0;;
439;Carnes;3;Codorniz, carne, cocida;198,4;21,1;8,4;9,6;;;;;;;78;129;4,6;;;;0;4;
440;Carnes;;Conejo, de crianza, carne, cocida;197,21;30,38;8,41;0;0;2,51;2,27;1,63;;;20;226;2,37;300;37;2,37;0;0;9
441;Carnes;1;Conejo, de crianza, carne, cruda;130,15;20,05;5,55;0;0;1,66;1,5;1,08;;;;213;1,57;330;41;1,57;0;0;8
442;Carnes;;Cordero, pierna, carne magra, con hueso;125,86;21,43;4,46;0;0;1,34;0;0;;;11;;1,65;348;62;;0;0;
443;Carnes;1;Cordero, pierna, con hueso, cocida;182,86;28,3;7,74;0;0;2,76;3,39;0,51;;;8;206;2,12;338;68;4,94;0;0;23
444;Carnes;;Cordero, pierna, sin hueso, cruda;122,83;20,56;4,51;0;0;1,61;1,81;0,41;;;;193;1,82;289;62;3,84;0;0;23
445;Carnes;5;Cuy, asado, con sal, comercialmente preparado;271,6;25,3;12,8;13,8;;;;;;;;134;5,36;216;686;4,36;;;
446;Carnes;;Cuy, cobayo, carne, cruda;90,4;19;1,6;0;;;;;;;29;253;1,9;;;;;;
447;Carnes;1;Ganso, domesticado, carne con piel, crudo;366,02;15,86;33,62;0;0;9,78;17,77;3,76;;;;234;2,5;308;73;1,72;4;17;4
448;Carnes;;Huevo de codorniz, entero, fresco, crudo;153,65;13,05;11,09;0,41;0;3,56;4,32;1,32;;;64;226;3,65;132;141;1,47;0;156;66
449;Carnes;1;Huevo de gallina, clara, cruda;48,05;10,9;0,17;0,73;0;0;0;0;;;7;15;0,08;163;166;0,03;0;0;4
450;Carnes;1;Huevo de gallina, entero, crudo;142,86;12,58;9,94;0,77;0;3,1;3,81;1,36;;;53;191;1,83;134;140;1,11;0;140;47
451;Carnes;;Huevo de gallina, yema, cruda;316,66;15,86;26,54;3,59;0;9,55;11,74;4,2;;;129;390;2,73;109;48;2,3;0;381;146
452;Carnes;3;Huevo de pata;161,5;13,1;11,1;2,3;0;;;;;;58;193;1,7;;;1,41;1;194;
453;Carnes;;Jamón, de cerdo, 8% grasa;157,67;18,26;8,39;2,28;0;2,7;3,94;0,93;;;7;236;0,9;297;1278;2,05;0;0;3
454;Carnes;1;Jamón, de cerdo, tipo picnic, jamonada, fresco;228,48;14,92;16,64;4,76;0;6,07;7,68;1,89;;;47;125;1,02;267;1164;2,18;0;0;2
455;Carnes;;Jamón, de pavo, fresco;141,9;18,7;7,22;0,53;0;2,02;2,5;1,74;;;40;183;1,28;251;489;1,56;0;0;4
456;Carnes;1;Jamón, de pollo, fresco;154,3;19,53;7,38;2,44;0;1,97;2,92;1,53;;;43;157;0,97;228;584;0,72;0;24;2
457;Carnes;;Liebre, carne, cruda;129;21;5;0;;2;2;1;;;12;157;3,2;260;43;1,4;;;
458;Carnes;3;Llama, carne, fresca, cruda;130,5;22,5;3,3;2,7;;;;;;;47;189;4,62;;;;;6;
459;Carnes;;Longaniza, de cerdo, cruda;384,3;7,7;38,3;2,2;;;;;;;;98;3,7;;;;2;;
460;Carnes;1;Morcilla, moronga, con grasa;179,2;13,8;12,8;2,2;;5;5,6;1,2;;;10;44;37;;;;2;20;
461;Carnes;;Mortadela tipo bologña, de cerdo;242,95;15,3;19,87;0,73;0;6,84;9,73;2,11;;;;139;0,77;281;907;2,03;0;0;5
462;Carnes;1;Mortadela, de cerdo y res;306,19;16,37;25,39;3,05;0;9,51;11,38;3,12;;;18;97;1,4;163;1246;2,1;0;0;3
463;Carnes;;Paloma, carne con piel, crudo;288,08;18,47;23,8;0;0;8,43;9,72;3,07;;;12;248;3,54;199;54;2,2;5;73;6
464;Carnes;1;Paté, de hígado, enlatado;458,84;11,4;43,84;4,67;0;14,45;25,61;0,84;;;;200;5,5;138;697;0,92;0;1001;60
465;Carnes;;Pato, de crianza, carne con piel, crudo;321,4;16;28,6;0;;9,67;11,52;3,36;;;15;188;1,8;204;59;1,86;0;63;
466;Carnes;2;Pavo, carne (pechuga), sin piel, cruda;108,22;21,28;2,5;0,15;0;0,68;0,76;0,61;;;;176;1,04;226;124;2,59;0;13;7
467;Carnes;;Pepperoni, res y cerdo, crudo;460,08;20,35;40,28;4,04;1,5;16,09;19,04;2,63;;;;176;1,44;315;1788;2,73;1;0;6
468;Carnes;1;Pollo, alas, con piel, a la parrilla, cocidas;242,5;22,78;16,82;0;0;4,71;6,6;3,58;;;12;121;1,13;139;67;1,63;0;40;3
469;Carnes;;Pollo, alas, con piel, crudas;217,05;18,33;15,97;0;0;4,48;6,35;3,39;;;;132;0,95;156;73;1,33;1;44;4
470;Carnes;1;Pollo, corazón, crudo;149,01;15,55;9,33;0,71;0;2,66;2,37;2,71;;;12;177;5,96;176;74;6,59;3;9;72
471;Carnes;;Pollo, hígado, cocido;159,91;24,46;6,51;0,87;0;2,06;1,42;2,01;;;;405;11,63;263;76;3,98;28;3981;578
472;Carnes;1;Pollo, hígado, crudo;111,15;16,92;4,83;0;0;1,56;1,25;0,82;;;8;297;8,99;230;71;2,67;18;3296;588
473;Carnes;;Pollo, molleja, cocida;145,68;30,39;2,68;0;0;0,67;0,53;0,35;;;;189;3,19;179;56;4,42;0;0;5
474;Carnes;1;Pollo, molleja, cruda;89,18;17,66;2,06;0;0;0,53;0,51;0,36;;;11;148;2,49;237;69;272;4;19;5
475;Carnes;1;Pollo, muslos, sin piel, a la parrilla, crudo;201,68;25,94;10,88;0;0;3,03;4,15;2,48;;;12;183;1,31;238;88;2,57;0;20;8
476;Carnes;;Pollo, pechuga, con piel, cruda;166,65;20,85;9,25;0;0;2,66;3,82;1,96;;;11;174;0,74;220;63;0,8;0;25;4
477;Carnes;1;Pollo, pechuga, sin piel, a la parrilla, cocida;143,19;28,98;3,03;0;0;0,85;1,03;0,66;;;13;165;0,88;187;63;0,97;0;6;3
478;Carnes;;Pollo, pierna, con piel, a la parrilla, cocida;212,96;24,17;12,92;0;0;3,57;5,04;2,87;;;11;139;1,35;176;73;2,43;0;37;6
479;Carnes;1;Pollo, pierna, con piel, cruda;181,68;18,15;12,12;0;0;3,41;4,89;2,65;;;10;149;1,01;198;79;1,77;3;37;11
480;Carnes;;Res, carne alta en grasa, sin hueso, cruda;282,82;18,28;23,3;0;0;9,56;10,13;0,87;;;7;171;1,79;297;53;3,38;0;0;6
481;Carnes;7;Res, carne deshidratada, picante, Clintons;305;50;5;15;0;2,5;;;;;;;;;1850;;;;
482;Carnes;;Res, carne magra, cruda;119,62;22,03;3,5;0;0;1,2;1,48;0,15;;;;215;2,15;375;57;3,51;0;0;9
483;Carnes;2;Res, carne molida, alta en grasa, 7% grasa, cruda;248,8;17,2;20;0;0;7,58;8,85;0,52;;;;158;1,94;270;66;4,18;0;4;7
484;Carnes;;Res, carne molida, baja en grasa, 1-3% grasa, cruda;114,92;21,98;3;0;0;1,48;1,13;0,22;;;;203;2,44;357;66;5,21;0;4;4
485;Carnes;2;Res, carne molida, especial, 3-5% grasa, cruda;130,64;21,41;5;0;0;2,18;1,99;0,26;;;9;198;2,38;346;66;5,09;0;4;5
486;Carnes;;Res, carne semigrasosa, cocida;256,78;26,44;16,78;0;0;6,61;6,99;0,62;;;19;204;1,69;328;54;4,75;0;0;8
487;Carnes;1;Res, carne semigrasosa, sin hueso, cruda;229,07;18,68;17,15;0;0;6,91;7,42;0,63;;;;177;1,91;306;58;3,75;0;0;6
488;Carnes;;Res, carne, alta en grasa, con hueso, cruda;282,55;16,75;23,95;0;0;9,88;10,32;0,86;;;9;159;1,77;278;55;3,79;;0;5
489;Carnes;2;Res, carne, seca y curada;152,9;31,1;1,94;2,76;0;0,95;0,84;0,07;;;8;181;2,42;235;2790;4,93;0;0;10
490;Carnes;;Res, cecina, carne seca, curada;299,7;64,8;4,5;0;;;;;;;93;161;9,7;444;3471;5,24;0;0;
491;Carnes;1;Res, corazón, cocido;157,09;28,48;4,73;0,15;0;1,4;1,01;0,99;;;5;254;6,38;219;59;2,87;0;0;5
492;Carnes;;Res, corazón, crudo;110,6;17;3,4;3;0;1,38;1,14;0,55;;;10;187;5,4;287;98;1,7;;0;3
493;Carnes;2;Res, corte aguja, (mandril para estofado), cocida;191,02;32,41;6,82;0;0;2,08;3,5;0,45;;;16;228;2,96;319;67;8,32;0;2;8
494;Carnes;;Res, corte aguja, (mandril para estofado), cruda;124,35;21,9;3,99;0,21;0;1,75;2,16;0,29;;;;209;2,2;359;81;5,51;0;2;4
495;Carnes;2;Res, corte t- bone, cruda;153,83;22,1;7,27;0;0;2,78;3,09;0,37;;;21;196;1,65;263;35;3,86;0;0;4
496;Carnes;;Res, costilla, , crudo;288,56;20;20;7,14;0,7;7,86;;;;;7;;1,67;;181;;0;0;
497;Carnes;2;Res, costillas, cruda;385,27;14,4;36,23;0,4;0;15,76;16,39;1,32;;;9;137;1,55;232;49;3,16;0;0;5
498;Carnes;1;Res, estómago, panza, mondongo, crudo;85,9;14;2,7;1,4;0;1,29;1,53;0,18;;;60;50;2,2;67;97;1,42;0;21;5
499;Carnes;;Res, falda;139,42;21,22;6,06;0;0;5,87;6,56;0,43;;;15;171;2,09;295;66;4,48;0;0;6
500;Carnes;2;Res, filete, bistec, crudo;217,23;18,87;15,75;0;0;6,37;6,82;0,58;;;7;178;1,92;309;58;3,79;0;0;7
501;Carnes;;Res, filete, ribeye, cruda;207,74;20,12;14,14;0;0;6,29;6,77;0,69;;;7;144;1,72;268;52;5,13;0;4,5;3
502;Carnes;1;Res, hígado, asado;184,18;29,08;5,26;5,13;0;1,7;0,65;1,04;;;6;497;6,54;352;79;5,3;2;9442;253
503;Carnes;;Res, hígado, crudo;129,67;20,36;3,63;3,89;0;1,23;0,48;0,47;;;5;387;4,9;313;69;4;1;8082;290
504;Carnes;1;Res, intestinos, tripas, cruda;215,9;11;19,1;0;0;15;1,31;1,1;;;12;110;1,8;270;46;2,47;0;53;
505;Carnes;;Res, lengua, cocida;282,36;19,29;22,8;0;0;8,13;10,1;0,75;;;5;145;2,61;184;65;4,09;1;0;7
506;Carnes;1;Res, lengua, cruda;219,13;14,9;16,09;3,68;0;7;7,24;0,9;;;6;133;2,95;315;69;2,87;3;0;7
507;Carnes;;Res, lomo falda con grasa, bife chorizo, cocida;253,75;26,11;16,59;0;0;6,78;7,41;0,73;;;;180;2,2;271;50;5,1;0;3;7
508;Carnes;2;Res, lomo falda con grasa, bife chorizo, cruda;187,84;19,06;12,4;0;0;5,22;5,62;0,54;;;;168;1,52;279;51;3,84;0;2;7
509;Carnes;;Res, lomo fino, filete, crudo;137,01;22,35;5,29;0;0;1,76;;;;;29;;2,12;;41;;0;0;
510;Carnes;1;Res, pata, cruda;78,9;12,1;2,9;1,1;;;;;;;;;2;;;;0;;
511;Carnes;;Res, riñones, cocido;150,93;27,27;4,65;0;0;1,07;0,71;0,83;;;19;304;5,8;135;94;2,84;0;0;83
512;Carnes;1;Res, riñones, crudos;98,57;17,4;3,09;0,29;0;0,87;0,59;0,55;;;;257;4,6;262;182;1,92;9;419;98
513;Carnes;;Res, sangre, cocida;137,22;19,5;6,58;0;;;;;;;20;37;61,4;;;;0;0;
514;Carnes;1;Res, sesos, cocidos;147,37;11,67;10,53;1,48;0;2,39;1,88;1,63;;;;335;2,3;244;108;1,09;11;6;5
515;Carnes;;Res, ubre, cruda;229,9;15,4;18,7;0;;;;;;;70;160;2,6;;;;0;;
516;Carnes;1;Salami, de res y cerdo, cocido;245,67;13,92;20,11;2,25;0;8,09;9,19;2,02;;;;115;2,67;198;1065;2,14;0;0;2
517;Carnes;;Salami, de res y cerdo, crudo;360,94;15,01;30,5;6,6;0,2;10,58;13,32;3,07;;;94;272;1,55;1372;623;3,08;1;4;8
518;Carnes;1;Salchicha, de pavo, cruda;222,38;14,28;17,7;1,49;0;5,89;5,58;5;;;;134;1,84;179;1426;3,11;0;0;8
519;Carnes;;Salchicha, de pollo, cruda;254,16;12,93;19,48;6,78;0;5,54;8,48;4,04;;;95;107;2;84;1370;1,04;0;39;4
520;Carnes;1;Salchicha, de res, cruda;327,33;11,24;29,57;4,06;0;11,69;14,31;1,18;;;;160;1,51;156;1140;2,46;0;0;5
521;Carnes;;Ternera, carne magra, cocida;186,82;31,9;6,58;0;0;1,84;2,35;0,59;;;24;250;1,16;338;89;5,1;0;0;16
522;Carnes;1;Ternera, carne magra, cruda;106,63;20,2;2,87;0;0;0,86;0,92;0,3;;;;211;0,85;328;86;3,23;0;0;13
523;pescados y mariscos;;Almejas, crudas;70,09;12,77;0,97;2,57;0;0,09;0,08;0,28;;;46;169;13,98;314;56;1,37;13;90;16
524;pescados y mariscos;2;Atún, blanco, albacora, crudo;116,07;23,46;2,47;0;0;0,62;;;;;0;;1,33;;259;;0;0;
